ref_line	ref_widx	storr	benloew	boeckh	bothe	brown	colonna	dain	dawe	griffith	hermann	jebb	lj	pearson	reinhardt
735	4236	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν	ἄγαν
735	4237	νέος;	νέος	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος;	νέος.
736	4238	ἄλλῳ	ἄλλῳ	ἄλλῳ	ἄλλῳ	ἄλλωι	ἄλλῳ	ἄλλῳ	ἄλλωι	ἄλλωι	ἄλλῳ	ἄλλῳ	ἄλλῳ	ἄλλῳ	ἄλλωι
736	4239	γὰρ	γὰρ	γὰρ	γὰρ,	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
736	4240	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ	ἢ
736	4241	ʼμοὶ	’μοὶ	᾽μοὶ	᾽μοὶ,	᾿μοὶ	'μοὶ	’μοὶ	'μοὶ	᾿μοὶ	᾿μοὶ	᾽μοὶ	᾿μοὶ	᾿μοὶ	᾿μοὶ
736	4242	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή	χρή
736	4243	με	γε	γε	γε	με	με	με	με	με	γε	με	με	με	με
736	4244	τῆσδʼ	τῆσδ᾽	τῆσδ᾽	τῆσδ᾽	τῆσδ᾽	τῆσδ᾽	τῆσδ’	τῆσδ᾽	τῆσδ᾽	τῆσδ᾽	τῆσδ᾽	τῆσδ᾿	τῆσδ᾽	τῆσδ᾽
736	4245	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν	ἄρχειν
736	4246	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός;	χθονός	χθονός;	χθονός;	χθονός;
737	4247	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις
737	4248	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
737	4249	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ
737	4250	ἔσθʼ	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽,	ἔσθ᾽	ἔσθ᾽	ἔσθ’	ἔσθ᾽,	ἔσθ᾽	ἔσθ᾽,	ἔσθ᾽	ἔσθ᾿	ἔσθ᾽	ἔσθ᾽
737	4251	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις	ἥτις
737	4252	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός	ἀνδρός
737	4253	ἐσθʼ	ἐσθ᾽	ἐσθ'	ἐσθ᾽	ἐσθ᾽	ἐσθ᾽	ἐσθ’	ἐσθ᾽	ἐσθ᾽	ἐσθ᾽	ἐσθ᾽	ἐσθ᾿	ἐσθ᾽	ἐσθ᾽
737	4254	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.	ἑνός.
738	4255	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ
738	4256	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ	τοῦ
738	4257	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος	κρατοῦντος
738	4258	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ
738	4259	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις	πόλις
738	4260	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;	νομίζεται;
739	4261	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς	καλῶς
739	4262	γʼ	γ᾽	γ᾽	γ᾽	γ᾽	γ᾽	γ’	γ᾽	γ᾽	γ᾽	γ᾽	γ᾿	γ᾽	γ᾽
739	4263	ἐρήμης													
739	4264	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν
739	4265	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ	σὺ
739	4266	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς	γῆς
739	4267	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις	ἄρχοις
739	4268	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.	μόνος.
740	4269	ὅδʼ,	ὅδ᾽,	ὅδ᾽	ὅδ᾽,	ὅδ’,	ὅδ᾽,	ὅδ’,	ὅδ᾽,	ὅδ᾽,	ὅδ᾽	ὅδ᾽,	ὅδ᾿,	ὅδ᾽,	ὅδ᾽,
740	4270	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς
740	4271	ἔοικε,	ἔοικε,	ἔοικε	ἔοικε,	ἔοικε,	ἔοικε,	ἔοικε,	ἔοικε,	ἔοικε,	ἔοικε	ἔοικε,	ἔοικε,	ἔοικε,	ἔοικε,
740	4272	τῇ	τῇ	τῇ	τῇ	τῆι	τῇ	τῇ	τῆι	τῆι	τῇ	τῇ	τῇ	τῇ	τῆι
740	4273	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ	γυναικὶ
740	4274	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖν.	ξυμμαχεῖ.	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖν.	συμμαχεῖ.	συμμαχεῖ.	συμμαχεῖ,	συμμαχεῖ.
741	4275	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ	εἴπερ
741	4276	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ	γυνὴ
741	4277	σύ.	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ·	σύ
741	4278	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ
741	4279	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
741	4280	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν
741	4281	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήσομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.	προκήδομαι.
742	4282	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ
742	4283	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παῖ	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,	παγκάκιστε,
742	4284	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ	διὰ
742	4285	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης	δίκης
742	4286	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν	ἰὼν
742	4287	πατρί;	πατρί.	πατρί;	πατρί!	πατρί.	πατρί;	πατρί;	πατρί.	πατρί;	πατρί;	πατρί.	πατρί;	πατρί.	πατρί;
743	4288	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ
743	4289	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
743	4290	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά	δίκαιά
743	4291	σʼ	σ᾽	σ᾽	σ᾽	σ᾽	σ᾽	σ’	σ᾽	σ᾽	σ᾽	σ᾽	σ᾿	σ᾽	σ᾽
743	4292	ἐξαμαρτάνονθʼ	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ’	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾿	ἐξαμαρτάνονθ᾽	ἐξαμαρτάνονθ᾽
743	4293	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ;	ὁρῶ;	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.	ὁρῶ.
744	4294	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω	ἁμαρτάνω
744	4295	γὰρ	γὰρ	γὰρ	γὰρ,	γάρ,	γὰρ	γὰρ	γάρ,	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
744	4296	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς
744	4297	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς	ἐμὰς
744	4298	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς	ἀρχὰς
744	4299	σέβων;	σέβων;	σέβων;	σέβων;	σέβων;	σέβων;	σέβων;	σέβων;	σέβων;	σέβων	σέβων;	σέβων;	σέβων;	σέβων;
745	4300	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ
745	4301	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
745	4302	σέβεις	σέβεις,	σέβεις,	σέβεις,	σέβεις,	σέβεις.	σέβεις,	σέβεις,	σέβεις,	σέβεις,	σέβεις,	σέβεις,	σέβεις,	σέβεις,
745	4303	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς	τιμάς
745	4304	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε
745	4305	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς	τὰς
745	4306	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν
745	4307	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.	πατῶν.
746	4308	ὦ	ὦ	ὦ,	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ
746	4309	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν	μιαρὸν
746	4310	ἦθος	ἦθος	ἦθος	ἦθος,	ἦθος	ἦθος	ἦθος	ἦθος	ἦθος	ἦθος,	ἦθος	ἦθος	ἦθος	ἦθος
746	4311	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
746	4312	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς	γυναικὸς
746	4313	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον!	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.	ὕστερον.
747	4314	οὔ	οὐκ	οὐτὰν	οὐκ	οὒ	οὔ	οὔ	οὔ	οὔ	οὐτἂν	οὔ	οὔ	οὔ	οὔ
747	4315	τἂν	ἂν		ἂν	τἂν	τἂν	τἂν	τἂν	τἂν		τἂν	τἂν	τἂν	τἂν
747	4316	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις	ἕλοις
747	4317	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω	ἥσσω
747	4318	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε	γε
747	4319	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν
747	4320	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν	αἰσχρῶν
747	4321	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.	ἐμέ.
748	4322	ὁ	ὁ	ὁ	ὁ	ὁ	ὁ	ὁ		ὁ	ὁ	ὁ	ὁ	ὁ	ὁ
748	4323	γοῦν	γοῦν	γοῦν	γοῦν	γοῦν	γοῦν	γοῦν		γοῦν	γοῦν	γοῦν	γοῦν	γοῦν	γοῦν
748	4324	λόγος	λόγος	λόγος	λόγος	λόγος	λόγος	λόγος		λόγος	λόγος	λόγος	λόγος	λόγος	λόγος
748	4325	σοι	σοι	σοι	σοι	σοι	σοι	σοι		σοι	σοι	σοι	σοι	σοι	σοι
748	4326	πᾶς	πᾶς	πᾶς	πᾶς	πᾶς	πᾶς	πᾶς		πᾶς	πᾶς	πᾶς	πᾶς	πᾶς	πᾶς
748	4327	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ		ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ
748	4328	κείνης	κείνης	κείνης	κείνης	κείνης	κείνης	κείνης		κείνης	κείνης	κείνης	κείνης	κείνης	κείνης
748	4329	ὅδε.	ὅδε.	ὅδε.	ὅδε.	ὅδε.	ὅδε.	ὅδε.		ὅδε.	ὅδε.	ὅδε.	ὅδε.	ὅδε.	ὅδε.
749	4330	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ		καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
749	4331	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ		σοῦ	σοῦ	σοῦ	σοῦ	σοῦ	σοῦ
749	4332	γε	γε,	γε	γε,	γε	γε	γε		γε	γε,	γε	γε	γε	γε
749	4333	κἀμοῦ,	κἀμοῦ,	κἀμοῦ	κᾀμοῦ,	κἀμοῦ	κἀμοῦ,	κἀμοῦ,		κἀμοῦ,	κἀμοῦ,	κἀμοῦ,	κἀμοῦ,	κἀμοῦ,	κἀμοῦ
749	4334	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ		καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
749	4335	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν		θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν
749	4336	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν	τῶν		τῶν	τῶν	τῶν	τῶν	τῶν	τῶν
749	4337	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.		νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.	νερτέρων.
750	4338	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην	ταύτην
750	4339	ποτʼ	ποτ᾽	ποτ᾽	ποτ᾽	ποτ᾽	ποτ᾽	ποτ’	ποτ᾽	ποτ᾽	πότ᾽	ποτ᾽	ποτ᾿	ποτ᾽	ποτ᾽
750	4340	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ
750	4341	ἔσθʼ	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽	ἔσθ’	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽	ἔσθ᾽	ἔσθ᾿	ἔσθ᾽	ἔσθ᾽
750	4342	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς
750	4343	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι	ἔτι
750	4344	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν	ζῶσαν
750	4345	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.	γαμεῖς.
751	4346	ἣ	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ’	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾿	ἣ	ἥδ᾽
751	4347	δʼ												δ᾽	
751	4348	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν	οὖν
751	4349	θανεῖται	θανεῖται·	θανεῖται,	θανεῖται,	θανεῖται,	θανεῖται	θανεῖται	θανεῖται,	θανεῖται	θανεῖται,	θανεῖται	θανεῖται	θανεῖται	θανεῖται
751	4350	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
751	4351	θανοῦσʼ	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ’	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾽	θανοῦσ᾿	θανοῦσ᾽	θανοῦσ᾽
751	4352	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ	ὀλεῖ
751	4353	τινα.	τινά	τινα.	τινά.	τινά.	τινα.	τινα.	τινά.	τινα.	τινά.	τινα.	τινα.	τινά.	τινα.
752	4354	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ	ἦ
752	4355	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κᾀπ᾽	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν	κἀπαπειλῶν
752	4356	ὧδʼ	ὧδ᾽	ὧδ᾽	ὧδ᾽	ὧδ᾽	ὧδ᾽	ὧδ’	ὧδ᾽	ὧδ᾽	ὧδ᾽	ὧδ᾽	ὧδ᾿	ὧδ᾽	ὧδ᾽
752	4357	ἐπεξέρχει	ἐπεξέρχει	ἐπεξέρχει	ἐπεξέρχει	ἐπεξέρχηι	ἐπεξέρχῃ	ἐπεξέρχῃ	ἐπεξέρχηι	ἐπεξέρχηι	ἐπεξέρχει	ἐπεξέρχει	ἐπεξέρχῃ	ἐπεξέρχῃ	ἐπεξέρχηι
752	4358	θρασύς;	θρασύς·	θρασύς;	θρασύ;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;	θρασύς;
753	4359	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς	τίς
753	4360	δʼ	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
753	4361	ἔστʼ	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ’	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾿	ἔστ᾽	ἔστ᾽
753	4362	ἀπειλὴ	ἀπειλὴ,	ἀπειλὴ	ἀπειλὴ,	ἀπειλὴ	ἀπειλὴ	ἀπειλὴ	ἀπειλὴ	ἀπειλὴ	ἀπειλή,	ἀπειλὴ	ἀπειλὴ	ἀπειλὴ	ἀπειλὴ
753	4363	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρός	πρὸς	πρὸς
753	4364	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	κενὰς	σ᾿	κενὰς	κενὰς
753	4365	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας	γνώμας
753	4366	λέγειν;	λέγειν	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;	λέγειν;
754	4367	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων	κλαίων
754	4368	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,	φρενώσεις,
754	4369	ὢν	ὧν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν	ὢν
754	4370	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν	φρενῶν
754	4371	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς	αὐτὸς
754	4372	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.	κενός.
755	4373	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ		εἰ	εἰ	εἰ	εἰ	εἰ	εἰ
755	4374	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ		μὴ	μὴ	μὴ	μὴ	μὴ	μὴ
755	4375	πατὴρ	πατὴρ	πατὴρ	πατὴρ	πατὴρ	πατὴρ	πατὴρ		πατὴρ	πατὴρ	πατὴρ	πατὴρ	πατὴρ	πατὴρ
755	4376	ἦσθʼ,	ἦσθ᾽,	ἦσθ',	ἦσθ᾽,	ἦσθ᾽,	ἦσθ᾽,	ἦσθ’,		ἦσθ᾽,	ἦσθ᾽,	ἦσθ᾽,	ἦσθ᾿,	ἦσθ᾽,	ἦσθ᾽,
